Acceleration [m/s^2],time [s],Y(f),Frequency [Hz]
-1.63E-02,5.77,3.07E-05,8.013888889
-1.17E-02,5.78,1.37E-05,8.027777778
1.50E-03,5.79,4.81E-05,8.041666667
1.97E-02,5.8,3.41E-05,8.055555556
3.27E-02,5.81,3.68E-05,8.069444444
2.93E-02,5.82,2.74E-05,8.083333333
1.04E-02,5.83,1.52E-05,8.097222222
-1.55E-02,5.84,2.79E-05,8.111111111
-3.42E-02,5.85,3.96E-05,8.125
-3.09E-02,5.86,2.02E-05,8.138888889
-1.57E-02,5.87,1.21E-05,8.152777778
2.15E-03,5.88,1.36E-05,8.166666667
1.54E-02,5.89,4.93E-05,8.180555556
2.22E-02,5.9,2.60E-05,8.194444444
2.00E-02,5.91,5.66E-05,8.208333333
9.85E-03,5.92,4.18E-05,8.222222222
-9.21E-03,5.93,3.42E-05,8.236111111
-2.54E-02,5.94,4.38E-05,8.25
-3.01E-02,5.95,5.13E-05,8.263888889
-1.73E-02,5.96,6.36E-05,8.277777778
4.66E-03,5.97,3.82E-05,8.291666667
2.28E-02,5.98,4.58E-05,8.305555556
2.83E-02,5.99,3.53E-05,8.319444444
1.52E-02,6,4.78E-05,8.333333333
-3.10E-03,6.01,1.90E-05,8.347222222
-1.45E-02,6.02,4.15E-05,8.361111111
-1.40E-02,6.03,2.94E-05,8.375
-5.88E-03,6.04,2.21E-05,8.388888889
3.83E-03,6.05,3.19E-05,8.402777778
7.63E-03,6.06,2.34E-05,8.416666667
9.31E-03,6.07,2.11E-05,8.430555556
1.04E-02,6.08,1.40E-05,8.444444444
6.55E-03,6.09,2.77E-05,8.458333333
-1.32E-04,6.1,3.69E-05,8.472222222
-9.82E-03,6.11,6.34E-06,8.486111111
-1.79E-02,6.12,4.13E-05,8.5
-1.68E-02,6.13,2.67E-05,8.513888889
-4.76E-03,6.14,3.10E-05,8.527777778
8.37E-03,6.15,6.96E-05,8.541666667
1.33E-02,6.16,6.82E-05,8.555555556
1.13E-02,6.17,6.71E-05,8.569444444
6.06E-03,6.18,2.76E-05,8.583333333
-3.44E-03,6.19,6.77E-05,8.597222222
-1.47E-02,6.2,9.24E-06,8.611111111
-2.08E-02,6.21,3.13E-05,8.625
-1.61E-02,6.22,2.74E-05,8.638888889
-2.77E-03,6.23,4.12E-05,8.652777778
1.66E-02,6.24,5.18E-05,8.666666667
3.35E-02,6.25,7.64E-05,8.680555556
3.64E-02,6.26,4.50E-05,8.694444444
2.07E-02,6.27,3.06E-05,8.708333333
-1.80E-02,6.28,1.56E-05,8.722222222
-4.57E-02,6.29,3.98E-05,8.736111111
-4.06E-02,6.3,4.75E-05,8.75
-9.49E-03,6.31,2.05E-06,8.763888889
2.99E-02,6.32,3.21E-05,8.777777778
4.84E-02,6.33,4.94E-05,8.791666667
4.36E-02,6.34,3.19E-05,8.805555556
1.80E-02,6.35,6.56E-05,8.819444444
-2.00E-02,6.36,2.27E-05,8.833333333
-4.54E-02,6.37,2.13E-05,8.847222222
-4.54E-02,6.38,4.22E-05,8.861111111
-2.50E-02,6.39,2.76E-05,8.875
-3.56E-03,6.4,3.40E-05,8.888888889
1.65E-02,6.41,1.75E-05,8.902777778
3.11E-02,6.42,2.63E-05,8.916666667
2.78E-02,6.43,5.64E-05,8.930555556
6.06E-03,6.44,5.35E-05,8.944444444
-2.13E-02,6.45,7.81E-05,8.958333333
-3.70E-02,6.46,6.42E-05,8.972222222
-2.92E-02,6.47,3.43E-05,8.986111111
-7.02E-03,6.48,9.56E-05,9
1.44E-02,6.49,2.98E-05,9.013888889
2.59E-02,6.5,4.45E-05,9.027777778
2.18E-02,6.51,4.39E-05,9.041666667
1.03E-02,6.52,3.72E-05,9.055555556
7.04E-04,6.53,5.76E-05,9.069444444
-1.89E-04,6.54,9.30E-05,9.083333333
-5.76E-04,6.55,8.60E-05,9.097222222
2.28E-04,6.56,4.60E-05,9.111111111
-2.49E-03,6.57,6.16E-05,9.125
-7.47E-03,6.58,4.38E-05,9.138888889
-6.41E-03,6.59,2.03E-05,9.152777778
2.55E-03,6.6,3.65E-05,9.166666667
1.11E-02,6.61,7.00E-05,9.180555556
7.68E-03,6.62,3.29E-05,9.194444444
1.81E-03,6.63,1.88E-05,9.208333333
3.10E-03,6.64,5.79E-05,9.222222222
6.40E-03,6.65,4.11E-05,9.236111111
1.13E-03,6.66,4.65E-05,9.25
-1.01E-02,6.67,0.000108295,9.263888889
-1.72E-02,6.68,2.23E-05,9.277777778
-1.73E-02,6.69,8.31E-05,9.291666667
-1.27E-02,6.7,4.59E-05,9.305555556
-3.00E-03,6.71,2.54E-05,9.319444444
1.08E-02,6.72,5.54E-05,9.333333333
2.06E-02,6.73,0.000105625,9.347222222
1.77E-02,6.74,5.41E-05,9.361111111
1.13E-02,6.75,3.89E-05,9.375
1.11E-03,6.76,7.09E-05,9.388888889
-1.33E-02,6.77,1.32E-05,9.402777778
-2.92E-02,6.78,3.21E-05,9.416666667
-3.18E-02,6.79,5.81E-05,9.430555556
-1.31E-02,6.8,2.78E-05,9.444444444
2.17E-02,6.81,5.85E-05,9.458333333
4.93E-02,6.82,0.000145651,9.472222222
4.81E-02,6.83,3.93E-05,9.486111111
2.37E-02,6.84,0.000157417,9.5
-1.63E-02,6.85,8.50E-05,9.513888889
-4.68E-02,6.86,5.34E-05,9.527777778
-4.46E-02,6.87,0.000104562,9.541666667
-2.20E-02,6.88,5.65E-05,9.555555556
-3.05E-03,6.89,2.71E-05,9.569444444
1.59E-02,6.9,5.46E-05,9.583333333
2.95E-02,6.91,7.37E-05,9.597222222
3.61E-02,6.92,9.16E-05,9.611111111
3.04E-02,6.93,0.000114177,9.625
7.61E-03,6.94,0.000108671,9.638888889
-2.67E-02,6.95,0.000183292,9.652777778
-5.38E-02,6.96,8.34E-05,9.666666667
-4.98E-02,6.97,7.11E-05,9.680555556
-1.45E-02,6.98,0.000111878,9.694444444
2.96E-02,6.99,5.82E-05,9.708333333
4.09E-02,7,3.84E-05,9.722222222
4.01E-02,7.01,2.43E-05,9.736111111
1.67E-02,7.02,3.04E-05,9.75
-1.31E-02,7.03,0.000102099,9.763888889
-2.41E-02,7.04,3.76E-05,9.777777778
-2.03E-02,7.05,7.74E-05,9.791666667
-2.21E-02,7.06,9.36E-05,9.805555556
-2.40E-02,7.07,0.000138707,9.819444444
-4.41E-03,7.08,0.000226671,9.833333333
2.66E-02,7.09,0.000268409,9.847222222
4.64E-02,7.1,7.40E-05,9.861111111
3.50E-02,7.11,7.33E-05,9.875
-8.59E-04,7.12,0.000145727,9.888888889
-3.79E-02,7.13,0.000164209,9.902777778
-4.90E-02,7.14,8.39E-05,9.916666667
-2.37E-02,7.15,6.23E-05,9.930555556
1.52E-02,7.16,9.52E-05,9.944444444
3.04E-02,7.17,0.00012846,9.958333333
1.51E-02,7.18,7.15E-05,9.972222222
-8.44E-03,7.19,0.000174563,9.986111111
-1.81E-02,7.2,0.000107954,10
-3.80E-03,7.21,0.000101055,10.01388889
1.88E-02,7.22,0.000196479,10.02777778
2.14E-02,7.23,0.000334239,10.04166667
2.75E-03,7.24,9.18E-05,10.05555556
-2.14E-02,7.25,7.40E-05,10.06944444
-2.67E-02,7.26,0.00021176,10.08333333
-9.13E-03,7.27,0.000154558,10.09722222
1.27E-02,7.28,0.000163956,10.11111111
1.95E-02,7.29,0.000232951,10.125
6.71E-03,7.3,0.000148578,10.13888889
-3.97E-03,7.31,0.000325948,10.15277778
8.76E-04,7.32,3.70E-05,10.16666667
7.45E-03,7.33,0.000120727,10.18055556
2.41E-03,7.34,0.000236334,10.19444444
-5.23E-03,7.35,0.000135498,10.20833333
-5.77E-03,7.36,0.000166874,10.22222222
-4.32E-03,7.37,0.000269249,10.23611111
2.74E-03,7.38,8.82E-05,10.25
1.15E-02,7.39,0.000113923,10.26388889
1.29E-02,7.4,0.000403876,10.27777778
-6.48E-04,7.41,0.000133919,10.29166667
-1.15E-02,7.42,0.000162356,10.30555556
-3.32E-03,7.43,0.000126023,10.31944444
1.27E-02,7.44,6.54E-05,10.33333333
1.10E-02,7.45,0.000137953,10.34722222
-7.43E-03,7.46,9.00E-05,10.36111111
-3.13E-02,7.47,0.000329176,10.375
-3.60E-02,7.48,0.000312707,10.38888889
-6.40E-03,7.49,9.17E-05,10.40277778
3.54E-02,7.5,0.000218259,10.41666667
4.89E-02,7.51,8.45E-05,10.43055556
2.18E-02,7.52,0.000320222,10.44444444
-1.71E-02,7.53,0.000214351,10.45833333
-4.47E-02,7.54,0.000363659,10.47222222
-4.54E-02,7.55,0.000419317,10.48611111
-1.69E-02,7.56,0.000146589,10.5
2.13E-02,7.57,0.000358185,10.51388889
3.65E-02,7.58,8.49E-05,10.52777778
2.47E-02,7.59,0.000144701,10.54166667
8.54E-03,7.6,0.000192094,10.55555556
-2.88E-04,7.61,0.000320968,10.56944444
-1.44E-02,7.62,0.000136709,10.58333333
-2.52E-02,7.63,0.000395373,10.59722222
-2.56E-02,7.64,0.000293556,10.61111111
-1.84E-02,7.65,0.000170628,10.625
1.04E-02,7.66,0.000361213,10.63888889
3.89E-02,7.67,0.000158935,10.65277778
4.24E-02,7.68,0.00015785,10.66666667
1.26E-02,7.69,0.000385584,10.68055556
-2.13E-02,7.7,0.000217689,10.69444444
-4.90E-02,7.71,0.000444847,10.70833333
-4.76E-02,7.72,0.000519005,10.72222222
-5.17E-04,7.73,0.000269887,10.73611111
4.98E-02,7.74,0.000258295,10.75
5.21E-02,7.75,0.000180251,10.76388889
1.30E-02,7.76,0.000208063,10.77777778
5.26E-04,7.77,2.63E-05,10.79166667
-1.95E-02,7.78,0.000418012,10.80555556
-3.16E-02,7.79,0.000206857,10.81944444
4.37E-04,7.8,0.000336407,10.83333333
2.24E-02,7.81,0.000230093,10.84722222
2.80E-02,7.82,0.000250622,10.86111111
4.26E-03,7.83,0.0001698,10.875
-2.62E-02,7.84,0.000419011,10.88888889
-1.10E-02,7.85,0.000182526,10.90277778
2.60E-03,7.86,0.000335807,10.91666667
-7.08E-03,7.87,0.000303335,10.93055556
-9.44E-03,7.88,0.00012074,10.94444444
-3.86E-03,7.89,0.000195777,10.95833333
-6.36E-03,7.9,0.000190054,10.97222222
-9.69E-03,7.91,0.000205241,10.98611111
-3.59E-04,7.92,0.000181655,11
1.19E-02,7.93,0.000147649,11.01388889
1.92E-02,7.94,0.000327914,11.02777778
1.63E-02,7.95,0.000231497,11.04166667
-9.85E-03,7.96,0.00031385,11.05555556
-1.45E-02,7.97,0.000165732,11.06944444
-3.19E-03,7.98,8.24E-05,11.08333333
-3.72E-03,7.99,0.00031115,11.09722222
6.44E-03,8,0.000219829,11.11111111
1.98E-02,8.01,0.000180608,11.125
2.01E-02,8.02,0.000255746,11.13888889
2.02E-02,8.03,0.0001378,11.15277778
-1.16E-02,8.04,3.01E-05,11.16666667
-4.95E-02,8.05,0.000439993,11.18055556
-3.96E-02,8.06,0.000336075,11.19444444
-1.09E-03,8.07,0.000306238,11.20833333
2.11E-02,8.08,0.000288223,11.22222222
1.53E-02,8.09,6.27E-05,11.23611111
-2.74E-03,8.1,0.000341807,11.25
1.14E-03,8.11,0.00011361,11.26388889
1.18E-02,8.12,0.000159692,11.27777778
-1.18E-02,8.13,0.000333785,11.29166667
-1.63E-02,8.14,0.000505861,11.30555556
1.12E-02,8.15,0.000193405,11.31944444
2.98E-03,8.16,0.00044449,11.33333333
-1.86E-02,8.17,0.000212848,11.34722222
8.06E-05,8.18,0.000340261,11.36111111
4.17E-02,8.19,0.000219621,11.375
5.11E-02,8.2,0.000221769,11.38888889
1.06E-02,8.21,0.000562605,11.40277778
-3.70E-02,8.22,0.00027348,11.41666667
-4.04E-02,8.23,0.000246668,11.43055556
-2.34E-02,8.24,0.000195149,11.44444444
1.47E-03,8.25,0.000341216,11.45833333
2.66E-02,8.26,0.000393963,11.47222222
2.81E-02,8.27,0.000451634,11.48611111
1.59E-02,8.28,0.00035156,11.5
2.82E-04,8.29,0.00027935,11.51388889
-3.39E-02,8.3,0.000282203,11.52777778
-5.07E-02,8.31,0.000285521,11.54166667
-1.89E-03,8.32,0.000209123,11.55555556
3.51E-02,8.33,0.000436979,11.56944444
3.67E-02,8.34,0.000346757,11.58333333
2.37E-02,8.35,4.43E-05,11.59722222
-9.26E-03,8.36,0.000222165,11.61111111
-3.53E-02,8.37,0.000452062,11.625
-4.26E-02,8.38,0.00023916,11.63888889
-3.54E-02,8.39,0.000142786,11.65277778
1.61E-02,8.4,0.000508619,11.66666667
7.42E-02,8.41,0.000143258,11.68055556
6.36E-02,8.42,0.000238419,11.69444444
2.00E-02,8.43,0.000611684,11.70833333
-3.07E-02,8.44,0.00067983,11.72222222
-6.59E-02,8.45,0.000294659,11.73611111
-5.44E-02,8.46,0.000147197,11.75
-2.74E-02,8.47,0.000255147,11.76388889
2.91E-03,8.48,0.000950621,11.77777778
4.29E-02,8.49,0.000489896,11.79166667
4.70E-02,8.5,0.000367858,11.80555556
2.62E-02,8.51,0.000411035,11.81944444
1.32E-02,8.52,0.000275696,11.83333333
-1.35E-02,8.53,0.000427597,11.84722222
-5.08E-02,8.54,0.000665875,11.86111111
-5.80E-02,8.55,0.000817073,11.875
-4.27E-02,8.56,0.000242383,11.88888889
-3.38E-03,8.57,0.000735075,11.90277778
4.95E-02,8.58,0.000283887,11.91666667
8.22E-02,8.59,0.000661451,11.93055556
7.28E-02,8.6,0.000193047,11.94444444
1.69E-02,8.61,0.000510863,11.95833333
-6.21E-02,8.62,0.000208361,11.97222222
-8.23E-02,8.63,0.000693262,11.98611111
-4.14E-02,8.64,0.000386152,12
-7.47E-03,8.65,0.000721409,12.01388889
3.38E-02,8.66,0.000915931,12.02777778
6.31E-02,8.67,0.000433606,12.04166667
4.37E-02,8.68,0.000602117,12.05555556
1.63E-02,8.69,0.000744925,12.06944444
-6.86E-03,8.7,0.00041665,12.08333333
-3.25E-02,8.71,0.000325805,12.09722222
-3.86E-02,8.72,0.000459212,12.11111111
-2.67E-02,8.73,0.000410514,12.125
-6.12E-03,8.74,0.000321356,12.13888889
2.52E-02,8.75,0.000453878,12.15277778
2.96E-02,8.76,0.000310769,12.16666667
1.38E-02,8.77,0.000640486,12.18055556
-6.90E-03,8.78,0.000522944,12.19444444
-3.40E-02,8.79,0.000660321,12.20833333
-2.49E-02,8.8,0.000997751,12.22222222
2.16E-02,8.81,0.001040424,12.23611111
3.17E-02,8.82,0.001019882,12.25
5.05E-03,8.83,0.001110282,12.26388889
-1.83E-02,8.84,0.001460917,12.27777778
-1.70E-02,8.85,0.00051366,12.29166667
-7.78E-03,8.86,0.001371609,12.30555556
-1.29E-02,8.87,0.000359931,12.31944444
-1.02E-02,8.88,0.000610079,12.33333333
1.74E-02,8.89,0.001205081,12.34722222
3.56E-02,8.9,0.001069609,12.36111111
2.91E-02,8.91,0.000599852,12.375
2.02E-02,8.92,0.000896504,12.38888889
2.59E-03,8.93,0.000986787,12.40277778
-3.83E-02,8.94,0.000872928,12.41666667
-6.91E-02,8.95,0.000762229,12.43055556
-5.67E-02,8.96,0.000102676,12.44444444
5.55E-03,8.97,0.000875374,12.45833333
7.84E-02,8.98,0.000724859,12.47222222
9.09E-02,8.99,0.000625674,12.48611111
4.11E-02,9,0.000841139,12.5
2.81E-03,9.01,0.001203743,12.51388889
-4.67E-02,9.02,0.000330945,12.52777778
-8.22E-02,9.03,0.001224336,12.54166667
-7.30E-02,9.04,0.000226493,12.55555556
-2.87E-02,9.05,0.000227076,12.56944444
3.31E-02,9.06,0.000429171,12.58333333
6.33E-02,9.07,9.05E-05,12.59722222
5.72E-02,9.08,0.000786644,12.61111111
4.82E-02,9.09,0.000257328,12.625
1.88E-02,9.1,0.000240664,12.63888889
-3.52E-02,9.11,0.000493975,12.65277778
-7.00E-02,9.12,0.000923646,12.66666667
-7.34E-02,9.13,0.000388845,12.68055556
-4.60E-02,9.14,0.000712499,12.69444444
1.26E-02,9.15,0.000303107,12.70833333
5.28E-02,9.16,0.000432303,12.72222222
6.96E-02,9.17,0.000465271,12.73611111
6.90E-02,9.18,0.000335601,12.75
3.68E-02,9.19,0.000762511,12.76388889
-2.33E-02,9.2,0.000137379,12.77777778
-7.56E-02,9.21,0.000240398,12.79166667
-8.69E-02,9.22,0.001072374,12.80555556
-5.48E-02,9.23,0.000702652,12.81944444
-5.78E-04,9.24,0.000570034,12.83333333
5.19E-02,9.25,0.000823403,12.84722222
9.66E-02,9.26,0.000832304,12.86111111
9.27E-02,9.27,0.001168281,12.875
1.91E-02,9.28,0.000695515,12.88888889
-4.71E-02,9.29,0.000340394,12.90277778
-7.47E-02,9.3,0.000983781,12.91666667
-7.01E-02,9.31,0.000166883,12.93055556
-2.85E-02,9.32,0.001022595,12.94444444
1.79E-02,9.33,0.000793215,12.95833333
3.66E-02,9.34,0.000698951,12.97222222
4.41E-02,9.35,0.000823039,12.98611111
3.78E-02,9.36,0.000506369,13
1.17E-02,9.37,0.001359161,13.01388889
-1.55E-02,9.38,0.00029625,13.02777778
-2.55E-02,9.39,0.00019528,13.04166667
-2.79E-02,9.4,0.001013585,13.05555556
-2.42E-02,9.41,0.000511435,13.06944444
-7.08E-03,9.42,0.000753435,13.08333333
1.43E-02,9.43,0.001080025,13.09722222
3.34E-02,9.44,0.000583376,13.11111111
-1.02E-02,9.45,0.000818103,13.125
-1.27E-02,9.46,0.000445243,13.13888889
-1.84E-02,9.47,0.000979123,13.15277778
-3.73E-02,9.48,0.000195066,13.16666667
-3.27E-02,9.49,0.000105814,13.18055556
-5.68E-03,9.5,0.001441355,13.19444444
-2.58E-02,9.51,0.000605885,13.20833333
-2.14E-02,9.52,0.001230788,13.22222222
-1.96E-02,9.53,0.000882468,13.23611111
7.94E-03,9.54,0.000499452,13.25
3.09E-02,9.55,0.001187783,13.26388889
3.68E-02,9.56,0.000459783,13.27777778
2.91E-02,9.57,0.001325133,13.29166667
2.81E-02,9.58,0.00055367,13.30555556
-5.53E-03,9.59,0.001057549,13.31944444
-1.07E-02,9.6,0.000270228,13.33333333
2.39E-03,9.61,0.001060113,13.34722222
9.62E-03,9.62,9.16E-05,13.36111111
3.03E-03,9.63,0.000328487,13.375
2.08E-02,9.64,0.000864084,13.38888889
4.10E-02,9.65,0.000692478,13.40277778
2.76E-02,9.66,0.000790009,13.41666667
1.09E-02,9.67,0.000316607,13.43055556
-1.79E-03,9.68,0.000366585,13.44444444
-1.86E-02,9.69,0.000553595,13.45833333
-4.32E-02,9.7,0.000204261,13.47222222
-1.44E-02,9.71,0.000103854,13.48611111
-3.71E-02,9.72,0.000461386,13.5
-3.25E-02,9.73,0.0003055,13.51388889
-3.15E-02,9.74,0.000756824,13.52777778
-5.36E-02,9.75,0.000148543,13.54166667
-2.16E-02,9.76,0.000224356,13.55555556
1.34E-02,9.77,0.000642677,13.56944444
-1.03E-02,9.78,0.00063691,13.58333333
-2.63E-02,9.79,0.000926192,13.59722222
-6.24E-02,9.8,0.000623078,13.61111111
-5.68E-02,9.81,0.000298958,13.625
-1.44E-02,9.82,0.00068533,13.63888889
-1.39E-02,9.83,0.000151333,13.65277778
5.98E-03,9.84,0.000205471,13.66666667
6.01E-02,9.85,0.000515118,13.68055556
4.19E-02,9.86,0.000703661,13.69444444
3.32E-02,9.87,0.000417292,13.70833333
1.40E-02,9.88,0.000171471,13.72222222
7.27E-03,9.89,0.000536624,13.73611111
1.46E-02,9.9,0.000435083,13.75
2.51E-02,9.91,0.000481309,13.76388889
3.20E-02,9.92,0.000180065,13.77777778
4.91E-02,9.93,0.000371843,13.79166667
5.04E-02,9.94,0.00061266,13.80555556
3.39E-02,9.95,0.000234539,13.81944444
6.83E-03,9.96,0.000313546,13.83333333
-1.57E-02,9.97,0.000515375,13.84722222
-3.83E-02,9.98,0.00055826,13.86111111
-1.44E-02,9.99,0.000521099,13.875
-7.56E-03,10,0.000350742,13.88888889
-2.12E-03,10.01,0.000455462,13.90277778
-2.38E-02,10.02,0.000149903,13.91666667
-1.14E-02,10.03,0.000418704,13.93055556
1.80E-02,10.04,6.24E-05,13.94444444
-2.03E-03,10.05,0.000125299,13.95833333
-3.69E-02,10.06,5.23E-05,13.97222222
-4.79E-02,10.07,0.000302569,13.98611111
-6.56E-02,10.08,0.000287301,14
-4.91E-02,10.09,0.000345223,14.01388889
-1.74E-02,10.1,0.000303328,14.02777778
2.29E-02,10.11,0.00048806,14.04166667
5.74E-02,10.12,0.000147918,14.05555556
5.72E-02,10.13,0.000254402,14.06944444
6.28E-02,10.14,0.000151751,14.08333333
2.96E-02,10.15,0.000273373,14.09722222
5.59E-03,10.16,0.000313512,14.11111111
-7.97E-03,10.17,0.000349001,14.125
-5.82E-03,10.18,0.000264635,14.13888889
1.98E-02,10.19,0.000506533,14.15277778
-7.97E-03,10.2,0.000385989,14.16666667
1.23E-02,10.21,0.000344499,14.18055556
3.11E-02,10.22,0.000303605,14.19444444
3.94E-02,10.23,0.000264153,14.20833333
3.75E-02,10.24,0.000146494,14.22222222
1.89E-02,10.25,0.000234393,14.23611111
-1.60E-02,10.26,0.000377307,14.25
-2.16E-02,10.27,0.000245297,14.26388889
-7.99E-02,10.28,0.000293182,14.27777778
-7.31E-02,10.29,8.47E-05,14.29166667
-1.09E-02,10.3,0.000192789,14.30555556
-1.04E-02,10.31,0.00017056,14.31944444
1.57E-02,10.32,0.000592471,14.33333333
1.58E-02,10.33,0.000172357,14.34722222
-3.91E-02,10.34,0.000287418,14.36111111
-4.00E-02,10.35,0.000246875,14.375
-5.30E-02,10.36,0.000106499,14.38888889
-3.39E-02,10.37,0.000265785,14.40277778
2.29E-02,10.38,0.000175105,14.41666667
2.61E-02,10.39,0.0001609,14.43055556
2.19E-02,10.4,0.000635013,14.44444444
7.54E-03,10.41,0.000275161,14.45833333
-6.24E-03,10.42,6.75E-05,14.47222222
1.91E-03,10.43,0.000154907,14.48611111
2.90E-02,10.44,0.000296545,14.5
4.34E-02,10.45,0.00017474,14.51388889
2.81E-02,10.46,0.000236121,14.52777778
3.47E-02,10.47,4.44E-05,14.54166667
4.60E-02,10.48,8.42E-05,14.55555556
3.47E-02,10.49,0.00011235,14.56944444
4.56E-02,10.5,5.83E-05,14.58333333
3.32E-02,10.51,7.89E-05,14.59722222
1.81E-02,10.52,4.36E-05,14.61111111
1.12E-02,10.53,0.000131029,14.625
9.99E-03,10.54,0.000159847,14.63888889
1.58E-04,10.55,0.000248162,14.65277778
-1.51E-02,10.56,0.000286997,14.66666667
-9.82E-03,10.57,0.000341295,14.68055556
-7.73E-03,10.58,0.00029023,14.69444444
-3.54E-02,10.59,0.000232721,14.70833333
-7.61E-02,10.6,0.000194119,14.72222222
-5.22E-02,10.61,0.000231422,14.73611111
-2.14E-02,10.62,0.000143465,14.75
-4.67E-02,10.63,0.000112931,14.76388889
-6.21E-03,10.64,0.000159516,14.77777778
3.98E-02,10.65,0.000155578,14.79166667
4.07E-02,10.66,0.000244654,14.80555556
1.99E-02,10.67,0.000202755,14.81944444
1.52E-03,10.68,0.000215781,14.83333333
6.64E-03,10.69,0.000204519,14.84722222
4.65E-03,10.7,0.000314222,14.86111111
2.78E-02,10.71,0.000112716,14.875
7.82E-02,10.72,0.000233265,14.88888889
7.43E-02,10.73,0.000138054,14.90277778
4.97E-02,10.74,0.000198917,14.91666667
7.53E-02,10.75,0.000305213,14.93055556
6.55E-02,10.76,0.000157196,14.94444444
-2.89E-02,10.77,0.000184176,14.95833333
-7.00E-02,10.78,0.000204123,14.97222222
-9.08E-02,10.79,0.000314605,14.98611111
-4.89E-02,10.8,0.000135331,15
1.12E-03,10.81,3.81E-05,15.01388889
5.65E-02,10.82,0.000125278,15.02777778
1.95E-01,10.83,4.30E-05,15.04166667
-2.33E-02,10.84,0.000198654,15.05555556
-1.63E-01,10.85,0.000210064,15.06944444
-7.79E-02,10.86,0.000246196,15.08333333
-1.46E-01,10.87,0.000296542,15.09722222
-2.55E-01,10.88,0.000167889,15.11111111
3.55E-02,10.89,0.000249081,15.125
1.30E-01,10.9,0.000221672,15.13888889
-7.60E-02,10.91,0.000346926,15.15277778
-6.51E-02,10.92,0.000196334,15.16666667
2.93E-02,10.93,3.42E-05,15.18055556
-4.23E-02,10.94,0.000169169,15.19444444
-1.19E-02,10.95,0.000240932,15.20833333
6.63E-02,10.96,0.000197837,15.22222222
9.35E-02,10.97,4.71E-05,15.23611111
1.72E-01,10.98,7.68E-05,15.25
2.10E-01,10.99,0.000180539,15.26388889
8.98E-02,11,0.000250412,15.27777778
2.85E-01,11.01,0.000110151,15.29166667
-2.58E-02,11.02,3.95E-05,15.30555556
-4.37E-02,11.03,0.000143625,15.31944444
5.71E-02,11.04,0.000153082,15.33333333
-1.12E-01,11.05,9.01E-05,15.34722222
1.42E-01,11.06,0.000172448,15.36111111
1.78E-01,11.07,0.000138009,15.375
-1.40E-01,11.08,0.000217662,15.38888889
-1.84E-01,11.09,0.000248168,15.40277778
-2.30E-02,11.1,0.000187238,15.41666667
-2.02E-01,11.11,0.000248701,15.43055556
-1.66E-01,11.12,0.000159713,15.44444444
5.74E-02,11.13,0.000116733,15.45833333
1.46E-02,11.14,0.000106405,15.47222222
-9.18E-02,11.15,0.00040972,15.48611111
-3.66E-02,11.16,0.000138726,15.5
2.18E-02,11.17,0.000350589,15.51388889
7.67E-02,11.18,3.96E-05,15.52777778
6.32E-02,11.19,0.000125514,15.54166667
3.96E-02,11.2,0.000140245,15.55555556
3.46E-02,11.21,5.16E-05,15.56944444
-1.96E-03,11.22,0.000146604,15.58333333
-6.39E-03,11.23,0.000178639,15.59722222
1.33E-01,11.24,0.000275409,15.61111111
3.83E-02,11.25,6.13E-05,15.625
1.21E-01,11.26,9.58E-05,15.63888889
1.77E-02,11.27,6.55E-05,15.65277778
8.18E-03,11.28,0.000155689,15.66666667
-8.08E-03,11.29,9.38E-05,15.68055556
-1.42E-01,11.3,7.73E-05,15.69444444
-1.12E-01,11.31,9.26E-05,15.70833333
1.60E-02,11.32,0.000120417,15.72222222
7.76E-02,11.33,0.000174367,15.73611111
6.17E-02,11.34,9.63E-05,15.75
-9.77E-02,11.35,7.42E-05,15.76388889
-2.96E-01,11.36,8.61E-05,15.77777778
-1.45E-01,11.37,5.48E-05,15.79166667
1.02E-01,11.38,0.000153679,15.80555556
-1.53E-03,11.39,0.000116234,15.81944444
9.10E-02,11.4,5.52E-05,15.83333333
1.16E-01,11.41,6.22E-05,15.84722222
-5.29E-02,11.42,8.48E-05,15.86111111
-1.30E-01,11.43,0.000146412,15.875
-6.97E-02,11.44,0.000102295,15.88888889
-1.41E-01,11.45,0.000123758,15.90277778
7.73E-02,11.46,7.68E-05,15.91666667
2.22E-01,11.47,2.23E-05,15.93055556
9.74E-02,11.48,6.44E-05,15.94444444
1.10E-01,11.49,1.24E-05,15.95833333
9.13E-02,11.5,4.35E-05,15.97222222
-9.15E-02,11.51,2.73E-05,15.98611111
-3.03E-02,11.52,7.68E-05,16
5.91E-02,11.53,1.26E-05,16.01388889
7.05E-02,11.54,9.50E-05,16.02777778
-7.23E-02,11.55,5.65E-05,16.04166667
-2.11E-01,11.56,0.00010419,16.05555556
-6.26E-02,11.57,0.000114685,16.06944444
-5.46E-02,11.58,5.40E-05,16.08333333
4.32E-02,11.59,4.83E-05,16.09722222
1.56E-01,11.6,0.000142365,16.11111111
1.45E-01,11.61,5.60E-05,16.125
4.92E-02,11.62,0.000156252,16.13888889
-3.38E-01,11.63,2.78E-05,16.15277778
-4.10E-01,11.64,0.000123186,16.16666667
-2.02E-01,11.65,3.89E-05,16.18055556
-6.80E-02,11.66,3.13E-05,16.19444444
1.76E-01,11.67,0.000185679,16.20833333
4.09E-01,11.68,0.000125823,16.22222222
3.07E-01,11.69,8.99E-05,16.23611111
