Acceleration [m/s^2],time [s],Y(f),Frequency [Hz]
3.56E-03,1252.14,,
2.95E-03,1252.15,,
-1.97E-04,1252.16,,
-1.26E-03,1252.17,,
-2.67E-03,1252.18,,
-1.63E-03,1252.19,,
-1.92E-03,1252.2,,
-5.98E-04,1252.21,,
8.66E-04,1252.22,,
4.14E-03,1252.23,,
4.90E-03,1252.24,,
2.43E-03,1252.25,,
-1.21E-03,1252.26,,
-3.40E-03,1252.27,,
-5.18E-03,1252.28,,
-5.33E-03,1252.29,,
-2.28E-03,1252.3,,
3.65E-03,1252.31,,
5.12E-03,1252.32,,
3.98E-03,1252.33,,
2.81E-03,1252.34,,
-5.51E-04,1252.35,,
-3.72E-03,1252.36,,
-4.41E-03,1252.37,,
-4.20E-03,1252.38,,
-2.11E-03,1252.39,,
2.34E-03,1252.4,,
4.36E-03,1252.41,,
4.23E-03,1252.42,,
3.70E-03,1252.43,,
9.25E-04,1252.44,,
-1.76E-03,1252.45,,
-4.51E-03,1252.46,,
-1.84E-03,1252.47,,
3.00E-04,1252.48,,
3.49E-03,1252.49,,
1.73E-03,1252.5,,
1.36E-03,1252.51,,
1.38E-03,1252.52,,
6.77E-04,1252.53,,
7.82E-05,1252.54,,
-2.02E-03,1252.55,,
-4.00E-03,1252.56,,
-3.83E-03,1252.57,,
-3.02E-03,1252.58,,
-1.68E-03,1252.59,,
9.79E-04,1252.6,,
3.84E-03,1252.61,,
1.12E-03,1252.62,,
-1.66E-03,1252.63,,
-1.46E-03,1252.64,,
-7.21E-04,1252.65,,
-1.25E-04,1252.66,,
-1.19E-03,1252.67,,
-4.40E-03,1252.68,,
-3.18E-03,1252.69,,
7.16E-04,1252.7,,
5.11E-03,1252.71,,
3.53E-03,1252.72,,
9.72E-04,1252.73,,
-3.35E-03,1252.74,,
-3.42E-03,1252.75,,
-1.62E-03,1252.76,,
1.67E-03,1252.77,,
5.77E-03,1252.78,,
3.53E-03,1252.79,,
3.01E-03,1252.8,,
2.27E-03,1252.81,,
1.04E-03,1252.82,,
-2.17E-03,1252.83,,
-2.64E-03,1252.84,,
-7.05E-04,1252.85,,
7.68E-05,1252.86,,
1.67E-03,1252.87,,
3.94E-04,1252.88,,
-1.14E-03,1252.89,,
-1.79E-03,1252.9,,
-1.84E-03,1252.91,,
6.66E-04,1252.92,,
1.08E-03,1252.93,,
9.98E-05,1252.94,,
-2.64E-03,1252.95,,
-5.58E-03,1252.96,,
-2.95E-03,1252.97,,
1.88E-04,1252.98,,
2.19E-03,1252.99,,
-4.48E-04,1253,,
3.71E-04,1253.01,,
6.00E-04,1253.02,,
-1.05E-03,1253.03,,
-3.44E-04,1253.04,,
1.03E-03,1253.05,,
2.98E-03,1253.06,,
1.86E-03,1253.07,,
-3.14E-03,1253.08,,
-2.23E-03,1253.09,,
7.72E-04,1253.1,,
3.63E-03,1253.11,,
2.25E-03,1253.12,,
-2.82E-03,1253.13,,
-3.10E-03,1253.14,,
1.87E-04,1253.15,,
-1.37E-03,1253.16,,
-4.41E-03,1253.17,,
-1.39E-03,1253.18,,
5.19E-03,1253.19,,
4.18E-03,1253.2,,
-3.05E-03,1253.21,,
-4.31E-03,1253.22,,
9.98E-04,1253.23,,
1.80E-03,1253.24,,
-3.28E-03,1253.25,,
-2.68E-03,1253.26,,
3.76E-03,1253.27,,
6.90E-03,1253.28,,
-5.59E-04,1253.29,,
-6.12E-03,1253.3,,
-2.08E-03,1253.31,,
4.65E-03,1253.32,,
7.58E-04,1253.33,,
-6.03E-03,1253.34,,
-1.44E-03,1253.35,,
6.63E-03,1253.36,,
2.74E-03,1253.37,,
-6.41E-03,1253.38,,
-7.49E-03,1253.39,,
9.50E-04,1253.4,,
7.01E-03,1253.41,,
6.40E-04,1253.42,,
-3.16E-03,1253.43,,
4.53E-04,1253.44,,
1.94E-03,1253.45,,
-4.60E-03,1253.46,,
-6.80E-03,1253.47,,
2.52E-03,1253.48,,
1.16E-02,1253.49,,
6.49E-03,1253.5,,
-6.59E-03,1253.51,,
-6.31E-03,1253.52,,
1.21E-03,1253.53,,
2.52E-03,1253.54,,
1.57E-03,1253.55,,
9.70E-04,1253.56,,
5.84E-03,1253.57,,
3.70E-03,1253.58,,
-7.65E-03,1253.59,,
-8.94E-03,1253.6,,
-1.17E-03,1253.61,,
8.22E-03,1253.62,,
9.96E-03,1253.63,,
3.97E-04,1253.64,,
-2.81E-03,1253.65,,
2.16E-03,1253.66,,
4.08E-03,1253.67,,
-7.76E-03,1253.68,,
-3.61E-03,1253.69,,
4.44E-03,1253.7,,
7.65E-04,1253.71,,
-3.61E-03,1253.72,,
-1.14E-02,1253.73,,
-5.58E-03,1253.74,,
5.18E-03,1253.75,,
1.18E-03,1253.76,,
-4.84E-03,1253.77,,
-5.06E-03,1253.78,,
2.65E-03,1253.79,,
5.26E-03,1253.8,,
-1.65E-03,1253.81,,
1.98E-04,1253.82,,
1.15E-02,1253.83,,
6.47E-03,1253.84,,
-5.13E-03,1253.85,,
-5.47E-03,1253.86,,
4.26E-03,1253.87,,
7.73E-03,1253.88,,
3.42E-04,1253.89,,
-4.94E-03,1253.9,,
-1.34E-03,1253.91,,
4.36E-03,1253.92,,
3.57E-03,1253.93,,
-2.32E-03,1253.94,,
-1.07E-03,1253.95,,
3.33E-03,1253.96,,
-4.14E-03,1253.97,,
-1.16E-02,1253.98,,
-5.41E-03,1253.99,,
4.03E-03,1254,,
9.04E-03,1254.01,,
4.48E-04,1254.02,,
-4.33E-04,1254.03,,
2.01E-03,1254.04,,
-1.83E-03,1254.05,,
-1.73E-03,1254.06,,
4.53E-03,1254.07,,
9.18E-03,1254.08,,
4.61E-03,1254.09,,
-4.24E-03,1254.1,,
-2.97E-03,1254.11,,
8.74E-04,1254.12,,
-1.57E-03,1254.13,,
-1.72E-03,1254.14,,
-2.09E-03,1254.15,,
-2.27E-03,1254.16,,
-1.30E-03,1254.17,,
-2.93E-03,1254.18,,
-2.73E-03,1254.19,,
-1.36E-03,1254.2,,
-8.19E-04,1254.21,,
-2.48E-03,1254.22,,
-5.01E-03,1254.23,,
-2.02E-04,1254.24,,
3.33E-03,1254.25,,
6.00E-04,1254.26,,
-2.15E-03,1254.27,,
1.44E-03,1254.28,,
1.26E-03,1254.29,,
6.02E-04,1254.3,,
5.01E-03,1254.31,,
7.01E-03,1254.32,,
2.43E-03,1254.33,,
-4.30E-03,1254.34,,
-5.28E-03,1254.35,,
-2.91E-03,1254.36,,
-2.36E-03,1254.37,,
4.40E-03,1254.38,,
6.10E-03,1254.39,,
8.58E-04,1254.4,,
-1.71E-03,1254.41,,
-4.64E-03,1254.42,,
-5.42E-03,1254.43,,
-3.38E-04,1254.44,,
5.90E-03,1254.45,,
7.12E-03,1254.46,,
2.64E-03,1254.47,,
-1.96E-03,1254.48,,
-2.13E-03,1254.49,,
-2.98E-03,1254.5,,
2.13E-04,1254.51,,
6.79E-03,1254.52,,
4.15E-03,1254.53,,
-2.00E-03,1254.54,,
-1.52E-03,1254.55,,
1.82E-03,1254.56,,
-5.24E-04,1254.57,,
-2.02E-03,1254.58,,
-5.22E-04,1254.59,,
-1.72E-03,1254.6,,
-3.60E-03,1254.61,,
-3.72E-03,1254.62,,
-3.60E-04,1254.63,,
-1.53E-03,1254.64,,
-8.83E-04,1254.65,,
2.39E-04,1254.66,,
-3.75E-03,1254.67,,
-5.55E-03,1254.68,,
4.74E-04,1254.69,,
2.03E-03,1254.7,,
3.19E-03,1254.71,,
3.77E-03,1254.72,,
9.80E-04,1254.73,,
-2.14E-03,1254.74,,
-4.55E-03,1254.75,,
2.43E-04,1254.76,,
4.65E-03,1254.77,,
2.76E-03,1254.78,,
1.09E-03,1254.79,,
3.57E-03,1254.8,,
2.55E-03,1254.81,,
-2.23E-03,1254.82,,
-2.38E-03,1254.83,,
1.67E-03,1254.84,,
-8.15E-04,1254.85,,
-1.59E-03,1254.86,,
1.49E-03,1254.87,,
2.94E-03,1254.88,,
7.37E-04,1254.89,,
-2.06E-03,1254.9,,
-3.87E-03,1254.91,,
-1.17E-03,1254.92,,
1.08E-03,1254.93,,
2.85E-03,1254.94,,
2.89E-03,1254.95,,
-2.29E-03,1254.96,,
-3.97E-03,1254.97,,
-4.11E-03,1254.98,,
-2.50E-03,1254.99,,
5.41E-03,1255,,
6.87E-03,1255.01,,
-3.52E-03,1255.02,,
-6.58E-03,1255.03,,
-5.34E-03,1255.04,,
-1.62E-03,1255.05,,
5.31E-03,1255.06,,
1.38E-02,1255.07,,
8.65E-03,1255.08,,
-3.65E-03,1255.09,,
-6.60E-03,1255.1,,
-7.73E-03,1255.11,,
-3.39E-03,1255.12,,
5.63E-03,1255.13,,
9.28E-03,1255.14,,
7.04E-03,1255.15,,
4.13E-03,1255.16,,
-5.29E-03,1255.17,,
-1.18E-02,1255.18,,
-9.48E-03,1255.19,,
-1.22E-03,1255.2,,
4.39E-03,1255.21,,
4.22E-03,1255.22,,
2.93E-03,1255.23,,
2.40E-03,1255.24,,
-4.35E-03,1255.25,,
-7.79E-03,1255.26,,
-5.64E-03,1255.27,,
1.95E-03,1255.28,,
7.74E-03,1255.29,,
4.89E-03,1255.3,,
-8.14E-05,1255.31,,
-2.92E-03,1255.32,,
-2.21E-03,1255.33,,
7.04E-04,1255.34,,
-5.13E-04,1255.35,,
-4.00E-04,1255.36,,
-1.16E-04,1255.37,,
1.96E-03,1255.38,,
1.74E-03,1255.39,,
-3.21E-04,1255.4,,
-4.07E-03,1255.41,,
-3.07E-03,1255.42,,
-2.15E-03,1255.43,,
-6.32E-04,1255.44,,
2.71E-03,1255.45,,
4.13E-03,1255.46,,
4.28E-03,1255.47,,
2.30E-04,1255.48,,
-2.46E-03,1255.49,,
-2.71E-03,1255.5,,
-4.45E-03,1255.51,,
2.69E-03,1255.52,,
6.36E-03,1255.53,,
7.17E-03,1255.54,,
6.37E-03,1255.55,,
9.29E-04,1255.56,,
-4.83E-03,1255.57,,
-4.05E-03,1255.58,,
-3.75E-03,1255.59,,
2.02E-03,1255.6,,
4.08E-03,1255.61,,
4.85E-03,1255.62,,
5.43E-03,1255.63,,
-2.79E-03,1255.64,,
-1.05E-02,1255.65,,
-9.54E-03,1255.66,,
-8.48E-03,1255.67,,
3.48E-03,1255.68,,
1.21E-02,1255.69,,
5.20E-03,1255.7,,
-4.01E-03,1255.71,,
-5.42E-03,1255.72,,
-9.97E-03,1255.73,,
-1.83E-03,1255.74,,
1.05E-05,1255.75,,
-3.57E-03,1255.76,,
3.12E-02,1255.77,,
3.72E-03,1255.78,,
-1.82E-02,1255.79,,
7.45E-03,1255.8,,
-7.52E-03,1255.81,,
-3.77E-02,1255.82,,
-2.66E-02,1255.83,,
5.90E-03,1255.84,,
-4.80E-03,1255.85,,
1.14E-02,1255.86,,
1.72E-02,1255.87,,
-1.19E-02,1255.88,,
-2.54E-02,1255.89,,
2.02E-03,1255.9,,
2.78E-02,1255.91,,
2.04E-03,1255.92,,
1.88E-02,1255.93,,
4.20E-02,1255.94,,
-5.25E-03,1255.95,,
-1.90E-02,1255.96,,
6.18E-03,1255.97,,
4.23E-03,1255.98,,
-8.91E-04,1255.99,,
8.10E-03,1256,,
3.05E-03,1256.01,,
-1.04E-02,1256.02,,
2.89E-03,1256.03,,
7.78E-03,1256.04,,
1.44E-03,1256.05,,
-1.73E-02,1256.06,,
-3.04E-03,1256.07,,
-9.87E-03,1256.08,,
-1.54E-02,1256.09,,
7.93E-03,1256.1,,
1.68E-02,1256.11,,
1.74E-03,1256.12,,
6.18E-03,1256.13,,
6.00E-03,1256.14,,
-1.44E-02,1256.15,,
-2.05E-02,1256.16,,
1.67E-03,1256.17,,
1.85E-02,1256.18,,
9.73E-03,1256.19,,
-5.26E-03,1256.2,,
-1.55E-02,1256.21,,
-2.69E-02,1256.22,,
-1.15E-02,1256.23,,
1.94E-03,1256.24,,
1.19E-02,1256.25,,
5.58E-03,1256.26,,
-2.99E-03,1256.27,,
5.13E-03,1256.28,,
-1.73E-03,1256.29,,
-4.64E-03,1256.3,,
1.63E-02,1256.31,,
2.62E-02,1256.32,,
1.38E-02,1256.33,,
-2.48E-03,1256.34,,
4.92E-03,1256.35,,
1.35E-02,1256.36,,
-1.73E-03,1256.37,,
-1.14E-02,1256.38,,
-6.96E-03,1256.39,,
-5.02E-03,1256.4,,
9.87E-04,1256.41,,
7.22E-03,1256.42,,
2.23E-03,1256.43,,
-7.74E-03,1256.44,,
-1.17E-02,1256.45,,
-5.22E-03,1256.46,,
3.80E-03,1256.47,,
3.46E-03,1256.48,,
4.42E-03,1256.49,,
7.39E-03,1256.5,,
-9.61E-04,1256.51,,
-2.22E-03,1256.52,,
7.19E-03,1256.53,,
7.43E-03,1256.54,,
2.47E-03,1256.55,,
-3.41E-03,1256.56,,
-7.58E-03,1256.57,,
-5.73E-03,1256.58,,
2.39E-03,1256.59,,
1.14E-02,1256.6,,
6.53E-03,1256.61,,
-5.81E-03,1256.62,,
-1.65E-02,1256.63,,
-1.79E-02,1256.64,,
-1.20E-02,1256.65,,
3.30E-03,1256.66,,
1.63E-02,1256.67,,
1.56E-02,1256.68,,
3.70E-03,1256.69,,
-1.66E-02,1256.7,,
-2.09E-02,1256.71,,
1.35E-03,1256.72,,
2.67E-02,1256.73,,
3.79E-02,1256.74,,
3.09E-02,1256.75,,
1.08E-02,1256.76,,
-2.50E-02,1256.77,,
-3.26E-02,1256.78,,
-1.57E-02,1256.79,,
6.55E-03,1256.8,,
3.05E-02,1256.81,,
2.98E-02,1256.82,,
-3.14E-03,1256.83,,
-4.17E-02,1256.84,,
-3.55E-02,1256.85,,
-8.83E-03,1256.86,,
5.75E-03,1256.87,,
1.25E-02,1256.88,,
1.62E-02,1256.89,,
-1.68E-02,1256.9,,
-3.01E-02,1256.91,,
-6.85E-03,1256.92,,
-6.57E-03,1256.93,,
-5.10E-05,1256.94,,
1.44E-02,1256.95,,
1.56E-02,1256.96,,
9.21E-04,1256.97,,
-2.15E-03,1256.98,,
1.07E-02,1256.99,,
5.48E-03,1257,,
8.92E-04,1257.01,,
4.45E-03,1257.02,,
8.45E-03,1257.03,,
-5.97E-04,1257.04,,
8.57E-03,1257.05,,
8.46E-03,1257.06,,
-7.72E-03,1257.07,,
-1.57E-02,1257.08,,
-9.40E-03,1257.09,,
-3.79E-03,1257.1,,
-4.49E-03,1257.11,,
-3.18E-04,1257.12,,
2.90E-03,1257.13,,
-8.57E-03,1257.14,,
-7.99E-03,1257.15,,
-4.14E-03,1257.16,,
-8.75E-03,1257.17,,
-6.06E-03,1257.18,,
7.44E-03,1257.19,,
1.17E-02,1257.2,,
6.62E-03,1257.21,,
7.19E-03,1257.22,,
1.52E-04,1257.23,,
-6.29E-03,1257.24,,
-1.11E-03,1257.25,,
7.56E-03,1257.26,,
1.55E-02,1257.27,,
1.80E-02,1257.28,,
1.00E-02,1257.29,,
-4.41E-03,1257.3,,
-1.14E-02,1257.31,,
-9.62E-03,1257.32,,
-1.65E-03,1257.33,,
8.28E-03,1257.34,,
6.57E-03,1257.35,,
-2.91E-03,1257.36,,
-1.19E-02,1257.37,,
-1.50E-02,1257.38,,
-1.76E-02,1257.39,,
-7.39E-03,1257.4,,
2.47E-03,1257.41,,
3.35E-03,1257.42,,
4.50E-04,1257.43,,
-3.61E-04,1257.44,,
-5.28E-03,1257.45,,
-6.34E-03,1257.46,,
-8.61E-04,1257.47,,
8.05E-03,1257.48,,
1.14E-02,1257.49,,
1.08E-02,1257.5,,
9.00E-03,1257.51,,
3.66E-03,1257.52,,
-3.34E-03,1257.53,,
-8.05E-04,1257.54,,
8.14E-03,1257.55,,
8.89E-03,1257.56,,
7.85E-03,1257.57,,
1.79E-03,1257.58,,
-5.91E-03,1257.59,,
-1.04E-02,1257.6,,
-7.44E-03,1257.61,,
-2.35E-03,1257.62,,
9.17E-04,1257.63,,
2.93E-05,1257.64,,
-4.89E-03,1257.65,,
-9.20E-03,1257.66,,
-1.29E-02,1257.67,,
-5.84E-03,1257.68,,
-2.34E-03,1257.69,,
-1.64E-04,1257.7,,
3.42E-03,1257.71,,
3.25E-03,1257.72,,
2.73E-03,1257.73,,
2.66E-03,1257.74,,
4.31E-03,1257.75,,
7.19E-03,1257.76,,
6.54E-03,1257.77,,
5.61E-03,1257.78,,
7.59E-03,1257.79,,
5.45E-03,1257.8,,
5.77E-03,1257.81,,
5.11E-03,1257.82,,
1.83E-04,1257.83,,
-2.44E-03,1257.84,,
-6.34E-03,1257.85,,
-6.54E-03,1257.86,,
-6.25E-03,1257.87,,
-4.88E-03,1257.88,,
-5.16E-03,1257.89,,
-5.96E-03,1257.9,,
-8.85E-03,1257.91,,
-1.06E-02,1257.92,,
-6.72E-03,1257.93,,
-4.45E-03,1257.94,,
4.81E-04,1257.95,,
4.58E-03,1257.96,,
4.96E-03,1257.97,,
4.64E-03,1257.98,,
2.58E-03,1257.99,,
1.33E-03,1258,,
6.61E-03,1258.01,,
1.11E-02,1258.02,,
1.02E-02,1258.03,,
9.17E-03,1258.04,,
5.33E-03,1258.05,,
1.62E-03,1258.06,,
7.88E-04,1258.07,,
1.07E-04,1258.08,,
1.12E-03,1258.09,,
8.59E-04,1258.1,,
-9.80E-04,1258.11,,
-3.62E-03,1258.12,,
-8.40E-03,1258.13,,
-1.08E-02,1258.14,,
-9.52E-03,1258.15,,
-5.82E-03,1258.16,,
-4.03E-03,1258.17,,
-2.73E-03,1258.18,,
-2.27E-03,1258.19,,
-1.49E-03,1258.2,,
-1.30E-03,1258.21,,
7.45E-04,1258.22,,
5.34E-03,1258.23,,
6.54E-03,1258.24,,
7.60E-03,1258.25,,
9.18E-03,1258.26,,
7.30E-03,1258.27,,
4.07E-03,1258.28,,
3.89E-03,1258.29,,
3.50E-03,1258.3,,
5.32E-03,1258.31,,
4.16E-03,1258.32,,
1.25E-03,1258.33,,
-1.77E-03,1258.34,,
-5.00E-03,1258.35,,
-6.06E-03,1258.36,,
-5.32E-03,1258.37,,
-6.65E-03,1258.38,,
-6.83E-03,1258.39,,
-6.15E-03,1258.4,,
-6.04E-03,1258.41,,
-6.06E-03,1258.42,,
-6.06E-03,1258.43,,
-3.54E-03,1258.44,,
-1.68E-03,1258.45,,
-2.75E-04,1258.46,,
2.66E-03,1258.47,,
3.73E-03,1258.48,,
4.31E-03,1258.49,,
6.90E-03,1258.5,,
7.37E-03,1258.51,,
6.29E-03,1258.52,,
4.09E-03,1258.53,,
4.39E-03,1258.54,,
6.62E-03,1258.55,,
6.46E-03,1258.56,,
6.05E-03,1258.57,,
3.60E-03,1258.58,,
-6.35E-05,1258.59,,
-2.40E-03,1258.6,,
-5.32E-03,1258.61,,
-5.42E-03,1258.62,,
-4.09E-03,1258.63,,
-4.07E-03,1258.64,,
-3.74E-03,1258.65,,
-6.05E-03,1258.66,,
-7.44E-03,1258.67,,
-7.44E-03,1258.68,,
-5.30E-03,1258.69,,
-2.79E-03,1258.7,,
1.18E-04,1258.71,,
4.89E-03,1258.72,,
4.03E-03,1258.73,,
1.13E-03,1258.74,,
1.82E-03,1258.75,,
4.06E-03,1258.76,,
4.61E-03,1258.77,,
6.52E-03,1258.78,,
7.88E-03,1258.79,,
7.24E-03,1258.8,,
3.58E-03,1258.81,,
2.56E-03,1258.82,,
-1.41E-03,1258.83,,
-1.76E-03,1258.84,,
7.56E-04,1258.85,,
-1.12E-03,1258.86,,
-2.30E-03,1258.87,,
-3.32E-03,1258.88,,
-6.11E-03,1258.89,,
-6.71E-03,1258.9,,
-6.43E-03,1258.91,,
-3.90E-03,1258.92,,
-2.50E-03,1258.93,,
-1.04E-03,1258.94,,
-6.54E-04,1258.95,,
-3.86E-04,1258.96,,
1.42E-03,1258.97,,
2.28E-03,1258.98,,
3.42E-03,1258.99,,
3.98E-03,1259,,
4.26E-03,1259.01,,
3.90E-03,1259.02,,
4.39E-03,1259.03,,
5.85E-03,1259.04,,
4.59E-03,1259.05,,
3.90E-03,1259.06,,
1.63E-03,1259.07,,
-7.06E-04,1259.08,,
-1.86E-03,1259.09,,
-3.16E-03,1259.1,,
-2.90E-03,1259.11,,
-1.24E-03,1259.12,,
-2.87E-03,1259.13,,
-3.76E-03,1259.14,,
-6.52E-03,1259.15,,
-6.38E-03,1259.16,,
-4.35E-03,1259.17,,
-4.66E-03,1259.18,,
-4.20E-03,1259.19,,
-1.82E-03,1259.2,,
-7.00E-05,1259.21,,
-3.42E-04,1259.22,,
2.31E-04,1259.23,,
1.79E-03,1259.24,,
2.64E-03,1259.25,,
2.86E-03,1259.26,,
4.31E-03,1259.27,,
6.03E-03,1259.28,,
4.90E-03,1259.29,,
4.00E-03,1259.3,,
3.30E-03,1259.31,,
4.38E-04,1259.32,,
9.65E-04,1259.33,,
6.76E-05,1259.34,,
-7.77E-04,1259.35,,
-4.32E-04,1259.36,,
-1.34E-03,1259.37,,
-4.16E-03,1259.38,,
-3.82E-03,1259.39,,
-3.45E-03,1259.4,,
-3.41E-03,1259.41,,
-4.12E-03,1259.42,,
-3.11E-03,1259.43,,
-9.53E-04,1259.44,,
-1.47E-04,1259.45,,
-9.37E-04,1259.46,,
1.22E-04,1259.47,,
1.35E-03,1259.48,,
1.02E-03,1259.49,,
3.16E-03,1259.5,,
4.50E-03,1259.51,,
2.98E-03,1259.52,,
2.43E-03,1259.53,,
1.60E-03,1259.54,,
3.13E-03,1259.55,,
2.73E-03,1259.56,,
5.28E-04,1259.57,,
1.73E-03,1259.58,,
1.14E-03,1259.59,,
1.36E-04,1259.6,,
-1.34E-03,1259.61,,
-3.05E-03,1259.62,,
-3.10E-03,1259.63,,
-4.62E-03,1259.64,,
-2.52E-03,1259.65,,
-3.30E-03,1259.66,,
-2.45E-03,1259.67,,
-1.44E-03,1259.68,,
-2.23E-03,1259.69,,
-1.72E-03,1259.7,,
-9.69E-04,1259.71,,
1.27E-03,1259.72,,
2.13E-03,1259.73,,
1.87E-03,1259.74,,
2.35E-03,1259.75,,
2.87E-03,1259.76,,
1.42E-03,1259.77,,
1.02E-03,1259.78,,
1.42E-03,1259.79,,
3.79E-03,1259.8,,
4.23E-03,1259.81,,
3.21E-03,1259.82,,
1.19E-03,1259.83,,
3.88E-04,1259.84,,
8.56E-04,1259.85,,
-5.77E-04,1259.86,,
-1.05E-03,1259.87,,
1.61E-04,1259.88,,
-2.24E-03,1259.89,,
-3.09E-03,1259.9,,
-4.08E-03,1259.91,,
-3.69E-03,1259.92,,
-2.71E-03,1259.93,,
-7.82E-04,1259.94,,
-6.81E-04,1259.95,,
-6.97E-05,1259.96,,
1.44E-04,1259.97,,
-1.27E-03,1259.98,,
-2.21E-04,1259.99,,
1.46E-03,1260,,
1.40E-03,1260.01,,
2.00E-03,1260.02,,
1.49E-03,1260.03,,
8.14E-04,1260.04,,
1.06E-03,1260.05,,
2.50E-03,1260.06,,
6.71E-04,1260.07,,
7.53E-04,1260.08,,
8.61E-04,1260.09,,
-1.37E-03,1260.1,,
-1.89E-03,1260.11,,
-1.15E-03,1260.12,,
-9.72E-04,1260.13,,
-2.24E-03,1260.14,,
-1.88E-03,1260.15,,
-1.56E-03,1260.16,,
-1.65E-03,1260.17,,
-2.10E-03,1260.18,,
-1.97E-03,1260.19,,
-1.82E-03,1260.2,,
-1.84E-03,1260.21,,
-1.03E-04,1260.22,,
-1.80E-04,1260.23,,
-1.00E-03,1260.24,,
6.07E-05,1260.25,,
7.94E-04,1260.26,,
1.11E-03,1260.27,,
1.37E-03,1260.28,,
1.37E-03,1260.29,,
9.44E-04,1260.3,,
1.91E-03,1260.31,,
9.01E-04,1260.32,,
2.59E-04,1260.33,,
7.95E-04,1260.34,,
4.99E-04,1260.35,,
-4.17E-04,1260.36,,
-7.48E-04,1260.37,,
-6.10E-04,1260.38,,
-6.58E-05,1260.39,,
-5.52E-04,1260.4,,
-1.01E-03,1260.41,,
-1.66E-03,1260.42,,
-1.25E-03,1260.43,,
-7.55E-04,1260.44,,
-1.09E-03,1260.45,,
-2.55E-03,1260.46,,
-5.83E-04,1260.47,,
-3.09E-04,1260.48,,
-1.10E-03,1260.49,,
5.29E-05,1260.5,,
-1.15E-03,1260.51,,
-8.36E-04,1260.52,,
5.42E-04,1260.53,,
1.26E-03,1260.54,,
7.94E-04,1260.55,,
1.83E-03,1260.56,,
2.72E-03,1260.57,,
2.65E-03,1260.58,,
-4.95E-04,1260.59,,
-8.53E-04,1260.6,,
1.05E-03,1260.61,,
-4.70E-04,1260.62,,
7.21E-04,1260.63,,
5.31E-04,1260.64,,
1.92E-04,1260.65,,
-9.00E-04,1260.66,,
-6.67E-04,1260.67,,
-1.05E-03,1260.68,,
-3.11E-03,1260.69,,
-1.69E-03,1260.7,,
-8.19E-05,1260.71,,
4.95E-05,1260.72,,
4.15E-04,1260.73,,
1.68E-04,1260.74,,
-1.00E-03,1260.75,,
-1.28E-04,1260.76,,
-1.18E-03,1260.77,,
-1.33E-03,1260.78,,
1.11E-03,1260.79,,
2.79E-04,1260.8,,
1.26E-03,1260.81,,
1.73E-03,1260.82,,
4.62E-04,1260.83,,
-2.73E-05,1260.84,,
9.78E-04,1260.85,,
5.23E-05,1260.86,,
1.16E-03,1260.87,,
1.20E-03,1260.88,,
8.39E-04,1260.89,,
7.16E-05,1260.9,,
-6.52E-04,1260.91,,
-3.70E-04,1260.92,,
-6.69E-04,1260.93,,
-1.16E-03,1260.94,,
-1.02E-03,1260.95,,
-6.39E-04,1260.96,,
1.83E-05,1260.97,,
-1.45E-03,1260.98,,
-1.22E-03,1260.99,,
-1.04E-03,1261,,
-1.24E-03,1261.01,,
-6.36E-04,1261.02,,
3.77E-04,1261.03,,
1.53E-03,1261.04,,
1.83E-03,1261.05,,
6.51E-04,1261.06,,
9.57E-04,1261.07,,
2.65E-03,1261.08,,
1.59E-03,1261.09,,
8.05E-04,1261.1,,
6.60E-04,1261.11,,
1.38E-03,1261.12,,
6.03E-04,1261.13,,
-4.24E-04,1261.14,,
-1.14E-04,1261.15,,
-9.16E-04,1261.16,,
-1.12E-04,1261.17,,
-4.59E-04,1261.18,,
-5.28E-04,1261.19,,
-1.99E-03,1261.2,,
-2.31E-03,1261.21,,
-1.75E-03,1261.22,,
-2.38E-03,1261.23,,
-9.56E-04,1261.24,,
-1.40E-03,1261.25,,
-7.07E-04,1261.26,,
-1.59E-03,1261.27,,
-1.96E-03,1261.28,,
6.69E-04,1261.29,,
-6.63E-05,1261.3,,
4.33E-04,1261.31,,
-2.97E-04,1261.32,,
1.77E-04,1261.33,,
1.61E-03,1261.34,,
1.10E-03,1261.35,,
2.24E-03,1261.36,,
1.28E-03,1261.37,,
7.29E-04,1261.38,,
4.48E-04,1261.39,,
7.71E-04,1261.4,,
3.12E-04,1261.41,,
1.26E-03,1261.42,,
-4.93E-04,1261.43,,
-9.26E-04,1261.44,,
-6.99E-04,1261.45,,
-1.00E-03,1261.46,,
-2.47E-04,1261.47,,
-4.11E-04,1261.48,,
-1.57E-03,1261.49,,
-9.36E-04,1261.5,,
3.40E-04,1261.51,,
1.69E-04,1261.52,,
7.37E-04,1261.53,,
4.90E-04,1261.54,,
4.30E-04,1261.55,,
1.36E-06,1261.56,,
6.71E-04,1261.57,,
9.69E-04,1261.58,,
2.03E-03,1261.59,,
2.39E-03,1261.6,,
2.34E-04,1261.61,,
-3.59E-05,1261.62,,
5.57E-04,1261.63,,
5.41E-04,1261.64,,
1.66E-03,1261.65,,
3.75E-05,1261.66,,
1.72E-04,1261.67,,
-1.41E-04,1261.68,,
-4.95E-04,1261.69,,
-1.25E-03,1261.7,,
-1.66E-03,1261.71,,
-1.04E-03,1261.72,,
-2.53E-03,1261.73,,
-2.52E-03,1261.74,,
-1.12E-03,1261.75,,
8.45E-04,1261.76,,
-6.20E-04,1261.77,,
